id,Job_Role,Company,Location,Skills/Description
3879,"Immediate Hiring For Data Science Engineer @ HCL, Chennai",HCL Technologies,Chennai,"Data Science, C++, SCALA, Statistics, Python, Java, Project Management, Scripting Languages"
3880,Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, ETL, transform and load, Ab Initio"
3881,Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Hive, Unix Shell Scripting, Hadoop"
3882,Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, agile methodologies, Spark, Java"
3883,Data Engineer: Big Data,IBM,Gurgaon/Gurugram,"Data migration, github, Version control, devops, microsoft, Cosmos, Data warehousing, SQL"
3884,Data Engineer: Big Data,IBM,Gurgaon/Gurugram,"IT Skills, Python, DevOps, Azure, Data migration, github, Version control, microsoft"
3885,Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Data modelling, Hadoop, Unix Shell Scripting"
3886,Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, Ab Initio, ETL, Unix"
3887,Data Engineer: Data Integration,IBM,Pune,"Coding, XML, Consulting, Asset management, Unix shell scripting, IT Skills, Java, Business process"
3888,Data Integration Engineer - Slack,SALESFORCE,Pune,"Computer science, Operational excellence, Sales, Web services, Enterprise applications, Salesforce.com, big data, Data warehousing"
3889,AWS Data Engineer,TaskUs,Chennai,"aws glue, aws lambda"
3890,SAP Data Services Development Data Platform Engineer,Accenture,Chennai,"SAP BODS, PL SQL Enterprise HANA, SAP Data Services Development, communications, BODS, SAP Data & Development, IT Skills, SAP"
3891,SAP Data Services Development Data Platform Engineer,Accenture,Chennai,"SAP Data & Development, BODS, SAP Data Services Development, PL SQL Enterprise HANA, communications, SAP BODS, IT Skills, SAP"
3892,SDE II | Data Engineer | Data & Analytics,Grofers,Gurgaon/Gurugram,"Hive, Customer Service, Data Engineering, Data Structures, Scala, Computer Science, Big Data, Data Engineer"
3893,Data Engineer,QuEST Global,Pune,"PowerShell, JS rest API, python, NO SQL, SQL, IT Skills, Software Development, Cloud"
3894,AWS Data Engineer,TaskUs,Indore,"BPO, Computer science, Schema, Agile, Stored procedures, Information technology, AWS, SDLC"
3895,Urgent Opening || Big Data Engineer|| Chennai (WFO),Tech Mahindra,Chennai,"DynamoDB, Python, RDS, Hadoop, AWS CodeBuild, NOSQL, GitHub, Boto3"
3896,Data Engineer II,Yatra Online Private Ltd,New Delhi,"Linux, data engineer ii, Django, MySQL, System design, MongoDB, test driven development, SQL"
3897,Professional 2 Azure Data Engineer,DXC Technology,Hyderabad/Secunderabad,"Communication, Azure Data Factory, PySpark, Databricks, Hive, SparkSql, ADF, Azure SQL DW"
3898,Data Engineer,GENWORTH,Gurgaon/Gurugram,"Computer science, Coding, Data modeling, Production operations, Consulting, Machine learning, Scheduling, Data mining"
3899,Big Data Engineer|3-7 yrs|Pune,QuEST Global,Pune,"Airflow, GIT, SCALA, Unix Shell Scripting, Splunk, Jenkins, Kibana, Docker"
3900,"Opening For Data Engineer @Nttdata, Hyderabad",NTT Data Business Solutions Pvt Ltd,Hyderabad/Secunderabad,"Data Mining, Analytics, Python, R, Data Engineer, Machine Learning, SQL"
3901,Data Engineer,Quality Engineering Software Technologies Pvt. Ltd.,Pune,"IT Skills, Python, Software Development, Cloud, Azure, Performance tuning, Data migration, RDBMS"
3902,Data Engineer: Data Integration,IBM,Pune,"XML, Consulting, Asset Management, IT Skills, Java, Content Management, Coding, Business Process"
3903,Data Engineer: Big Data,IBM,Hyderabad/Secunderabad,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration"
3904,Data Engineer: Big Data,IBM,Kolkata,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration"
3905,Data Engineer: Big Data,IBM,Gurgaon/Gurugram,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration"
3906,Data Science Engineer,AXA Business Services Pvt Ltd,Bengaluru,"Hadoop Administration, GIT, Linux, data science, Coding, Machine learning, Monitoring, Python"
3907,Staff/Principal Engineer - Data Analytics Engineering,Western Digital,Bangalore/Bengaluru,"Hive, Software Engineering, Data Structures, Hadoop, Big Data Technologies, Spark, Data Analytics, Python"
3908,Data Engineer: Data Modeling,IBM,Hyderabad/Secunderabad,"Business analysis, Data modeling, Conflict resolution, Agile, Programming, Teradata, SQL scripting, Monitoring"
3909,Data Engineer,Red Hat,Pune,"IT Skills, Python, AWS, Performance tuning, Linux, Data modeling, Postgresql, Debugging"
3910,"Staff Engineer, Data Analytics Engineering",Western Digital,Bangalore/Bengaluru,"Java, Hive, Software Development, Software Engineering, Data Structures, Hadoop, Big Data, Spark"
3911,Staff Data Engineer,"ChargePoint, Pvt. Ltd.",Gurgaon/Gurugram,"Performance tuning, Data analysis, Business analysis, Project management, Network operations, Marketing support, Data quality, Operations"
3912,Data Engineer,P&G,Mumbai,"Computer science, Solution architecture, Automation, Data management, Data modeling, RDBMS, Agile, Information technology"
3913,Data Analytics Engineer,Accolite Software India Pvt Ltd,"Hyderabad/Secunderabad, Pune","oracle, ALM, ETL Testing, GC, Lighhouse, shell scripts, SQL query, SQL"
3914,Data Visualization Engineer,Shell,Bangalore/Bengaluru,"Data Visualization, Performance tuning, R, NLP, Power BI, Azure analysis services, Data Warehousing, Prototyping"
3915,Software Engineer - Data Management & Processing,Dremio,Bangalore/Bengaluru,"Computer science, Data management, Mentor, Data structures, Data processing, Open source, Apache, cisco"
3916,L3 Support Engineer - Java & Big Data,Blue Ocean Catalyst Private Limited,Bangalore/Bengaluru,"Engineering services, Automation, Interpersonal skills, Coding, cassandra, Cloud, Management, big data"
3917,Data Solutions Engineer - II,Razorpay,Bangalore/Bengaluru,"IT Skills, Java, Python, Big Data, Computer science, Performance tuning, Data modeling, Debugging"
3918,Data Visualization Engineer - ASM Technologies Ltd,ASM Technologies,Bengaluru,"Python, C++, node JS, CSS, JavaScript, HTML, Data Visualization libraries, Jasmine"
3919,Data Engineer - Gurgaon,Ofb Tech,Gurgaon/Gurugram,"Airflow, Google Bigquery, Java, Data Engineering, Programming, Data Analytics, Apache, java programming"
3920,Azure Data Engineer,Harsco Global Service Centre,Hyderabad/Secunderabad,"Cloud computing, Automation, Change management, Powershell, Performance testing, Gap analysis, Unit testing, Business intelligence"
3921,Hiring For Top MNC For Data Engineer - Big Data C2H role,TeamLease Digital Pvt. Ltd.,Hyderabad/Secunderabad,"Big Data, kafka, Python, PySpark, Azure, Hive, Spark, API"
3922,Data Office - Data Engineer - SE / SSE,Paytm,Noida,"NoSQL, cassandra, Debugging, SCALA, Data structures, Product design, Troubleshooting, Analytics"
3923,Data Engineer,Adidas,Gurgaon/Gurugram,"Data analysis, Team management, Data management, Test scripts, Database design, Agile, Data structures, Test cases"
3924,Global IT - Specialist BI Data Engineer,Hitachi Ltd.,Hyderabad/Secunderabad,"Data Science, Business Intelligence, Data Pipeline, Data Structures, Big Data, Spark, Data Warehousing, Aws"
3925,Data Engineer,IHS Markit,Gurgaon/Gurugram,"IT Skills, Python, Testing, Data Science, Machine Learning, Project Management, Tableau, Computer science"
3926,Data Solutions Engineer - III,Razorpay,Bangalore/Bengaluru,"IT Skills, Java, Python, Big Data, Computer science, Performance tuning, Data modeling, Debugging"
3927,Data Solutions Engineer- I,Razorpay,Bangalore/Bengaluru,"Computer science, Performance tuning, Data modeling, Debugging, OLAP, Business intelligence, Distribution system, SDLC"
3928,"Principal Engineer, Data Analytics Engineering",Western Digital,Bangalore/Bengaluru,"Hive, Software Engineering, Data Structures, Hadoop, Big Data, Spark, Data Analytics, Python"
3929,Samsung Hiring - Data Engineer - Chennai Location,Samsung India,Chennai,"python, hadoop, AWS, IT Skills, Java, Cloud, Project Management, Big Data"
3930,Big Data Engineer,Hexaware Technologies,Chennai,"Pyspark, Hadoop, Big Data, Snowflake, Spark, IT Skills, Java, Python"
3931,GCP Data Engineer,Impetus,"Noida, Indore","Sqoop, Spark, Big Table, IaaS, Big Data, Dataflow, Hadoop, SaaS"
3932,GCP - Cloud Data Engineer - 1,Deutsche Bank,Pune,"GIT, Linux, SOA, Coding, GCP, SCALA, Agile, test driven development"
3933,Data Engineer,Adidas,Gurgaon/Gurugram,"Data analysis, Team management, Data management, Analytical, Agile, Data structures, Business intelligence, Resource management"
3934,We are hiring AWS Data Engineer,E&Y,"Kochi/Cochin, Chennai, Trivandrum/Thiruvananthapuram","Spark, AWS, IT Skills, Java, Python, Cloud, Big Data, Jenkins"
3935,We are hiring For AWS Data Engineer,E&Y,"Kochi/Cochin, Chennai, Trivandrum/Thiruvananthapuram","Spark, AWS, SQL"
3936,GCP Data Engineer / Architect,KPMG,Gurgaon/Gurugram,"Java, Hive, Big Data, Kafka, Data Engineer, Spark, Data Architecture, Python"
3937,Azure Data Engineer / Architect,KPMG,Pune,"Azure Data Factory, Bi, Data Engineer, Data Analysis, Azure Data Lake, Informatica, Data Modeling, Etl"
3938,Data Platform Engineer,Deutsche Bank,Pune,"Performance tuning, Automation, Data management, German, Data mining, Continuous improvement, Analytics, Financial services"
3939,Data Solution Engineer,Razorpay,Bangalore/Bengaluru,"IT Skills, Java, Python, Data Science, Cloud, Big Data, Computer science, Performance tuning"
3940,Linux Engineer - Data Center BLR,ACT Fibernet,Bangalore/Bengaluru,"LACP, Administration of Windows, Linux engineer, Maintaining Servers of the company, Load Balancar & Storage, Data Center, Linux & Solaris & their Patch Management, VLAN configurations"
3941,Data Engineer: Business Intelligence,IBM,Pune,"Unix, Data analysis, Data validation, Business intelligence, Analytics, Tableau, DB querying, agile"
3942,Data Engineer: Enterprise Content Management,IBM,Pune,"Production support, XML, Javascript, XSLT, microsoft, C#, Filenet, Agile"
3943,Data Engineer - GoLang (Professional 2),DXC Technology,Noida,"Go Lang, Github, Jenkins, Angular, NoSQL, CSS, Jira, written"
3944,Data Engineer,General Mills,Mumbai,"Hive, Sqoop, Hadoop"
3945,Data Engineer: Business Intelligence,IBM,Delhi / NCR,"Unix, Data analysis, Data validation, Business intelligence, Analytics, Tableau, DB querying, agile"
3946,Data Engineer: Enterprise Content Management,IBM,Gurgaon/Gurugram,"SAP, XML, Javascript, HTML, SQL, Agile, Issue resolution, Archiving"
3947,Data Engineer- Google Cloud platform,IBM,Mumbai,"GCP, Cloud Services, Workflow, Analytics, Data architecture, communication, Google Cloud Data, IT Skills"
3948,Data Engineering Application Developer,Accenture,Hyderabad/Secunderabad,"Business process, Data migration, Consulting, System design, Business intelligence, IT Skills, Cloud, Big Data"
3949,Microsoft Azure Data Services DevOps Engineer,Accenture,Noida,"Agile, SSRS, IBM WebSphere, SQL Server, SSIS, C, TFVC, GIT"
3950,End User & Data center IT Asset Mgmt Operations Engineer,Accenture,Gurgaon/Gurugram,"communication, BMC, Snow SLM, IT Asset Mgmt, ServiceNow, CMDB, presentation, Flexera"
3951,SAP BusinessObjects Data Services Data Platform Engineer,Accenture,Gurgaon/Gurugram,"IT Skills, Cloud, AWS, SAP, QA, Business objects, Consulting, sap data services"
3952,Teradata BI Data Platform Engineer,Accenture,Mumbai,"Teradata BI, Data Architecture Principles, Data Analytics, IT Skills, Cloud, Technical Architect, Data migration, Backend"
3953,Teradata BI Data Platform Engineer,Accenture,Mumbai,"Data Architecture Principles, presentation, Teradata BI, comms, Data Analytics, IT Skills, Cloud, Technical Architect"
3954,AbInitio Data Platform Engineer,Accenture,Mumbai,"Tableau, Shell scripting, AbInitio, analytical, Ab Initio ETL, Microsoft Power BI, communication, IT Skills"
3955,SAP BusinessObjects Data Services Data Platform Engineer,Accenture,Hyderabad/Secunderabad,"Computer science, Business process, data cleansing, Automation, Data migration, SAP, Consulting, PLSQL"
3956,Data Platform Engineer,Deutsche Bank,Pune,"Process automation, C++, RDBMS, DNS, Agile, Data processing, Perl, Open source"
3957,SAP BusinessObjects Data Services Data Platform Engineer,Accenture,Chennai,"Data Quality, SAP BODS, PL SQL Enterprise HANA, communications, BODS, Data Standardization, Data cleansing, Data profiling"
3958,SAP BusinessObjects Data Services Data Platform Engineer,Accenture,Chennai,"communications, SAP BODS, SAP Data & Development, SAP BusinessObjects Data Services, BODS, PL SQL Enterprise HANA, IT Skills, SAP"
3959,Data Analytics and Interpretation Data Platform Engineer,Accenture,Pune,"Analytical skills, Excel, Consulting, Infrastructure, Manager Technology, Data analytics, professional services, Management"
3960,Hiring For IMPs Engineer and Data NOC L1 PUNE Location,Tech Mahindra,Pune,"Nexus Switches, DATA NOC, ATOS, ROUTING, Imps, Cisco"
3961,Apache Spark Data Platform Engineer,Accenture,Chennai,"Java, Kafka, Scrum, Kubernetes, core Java, Kanban, Docker, Python"
3962,Data Platform Engineer,Deutsche Bank,Pune,"Process automation, Architect, Architecture, Diversity and Inclusion, Machine learning, Banking, German, Data analytics"
3963,SAP Native HANA SQL Modeling & Development Data Platform Engineer,Accenture,Gurgaon/Gurugram,"IT Skills, SAP, SDA, Data modeling, Analytical, Consulting, Packaging, Gap analysis"
3964,Big Data Product Engineer,Impetus,Indore,"Hadoop, DataProc, SparkQL, Java, HDInsight, EMR, Hive, AWS"
3965,Offer Data E2E - Monitoring Engineer,Schneider Electric,Gurgaon/Gurugram,"PRTG, Monitoring tools, Infrastructure, Deployment, Management, Oracle, Troubleshooting, Monitoring"
3966,Data Analytics Engineer,"PerkinElmer, Inc.",Mumbai,"Automation, Business objects, tableau, Technical Staff, Data analytics, System development, Management, Hyperion planning"
3967,Junior Data Engineer / Senior Data Engineer,NEC Software Solutions (India),Mumbai,"Automation, Data analysis, RDBMS, power bi, Healthcare, Scrum, Open source, Information technology"
3968,Junior Data Engineer / Senior Data Engineer,Rave Technologies (India) Pvt Ltd,Mumbai,"IT Skills, Software Development, Cloud, Oracle, Jenkins, AWS, Tableau, Data analysis"
3969,Team Lead Data Quality Assurance Analyst,AdviserLogic,Mumbai,"IT Skills, Project Management, BPO, project management, Process automation, Career development, Process improvement, Resource allocation"
3970,Business Data Analyst - Modeling & Profiling,Career Infosystem,Mumbai,"Business Analyst, Business Data Analyst, Data Profiling, Data Modeling, Data Analytics"
3971,Business Data Analyst - Modeling & Profiling,Career Infosystem,Mumbai,"Business Analyst, FHIR, Requirement gathering, Data Profiling, Data Modeling, Data Analytics"
3972,Data Analyst,MAXIMUS GLOBAL CONSULTING SERVICES LLP,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Data Analysis, SQL Queries, Python, Sql Query Writing, Machine Learning Algorithms, Data Analytics, Machine Learning, R Program"
3973,Lead Data Analyst - P&C Insurance Domain,TRH Consultancy Services,Hyderabad/Secunderabad,"P&C insurance, Power BI, UAT, Data Visualization, Qlikview, Data Warehousing, Tableau, Data Modeling"
3974,Data Analyst,MNR Solutions Private Limited,Gurgaon/Gurugram,"Analytics, Airflow, ETL frameworks, Excel, Power BI, Hadoop, Data Analyst, Tableau"
3975,Data Analyst - CRM - Real Estate/Hotels,The Grand Group - HR Provider,Gurgaon/Gurugram,"SAS, CRM, SQL, CRM Analytics, Data Management, Web Analytics, Data Analytics, Statistics"
3976,Lead Data Science,ZOLVE INNOVATIONS PRIVATE LIMITED,Bangalore/Bengaluru(Bellandur),"Data Science, Pyspark, Machine Learning, Deep Learning, Numpy, Scipy, Algorithms"
3977,"Big Data Lead, Big Data Developer",EPAM Systems,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","hive, Big Data, Spark, sqoop, HDFS, Cassandra, Map Reduce, Hadoop v2"
3978,Data Warehousing Specialist,Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,"Staffing, Datastage, Data processing, network services, Python, GCP, IT support, Data warehousing"
